premise,hypothesis,label
A woman with a bright blue satchel measures the blood pressure of an old woman sitting in a chair.,The doctor draws the old woman's blood.,2
A woman in sunglasses is brushing her hair back.,A man is brushing his hair back.,2
A woman in sunglasses is brushing her hair back.,"The woman is wearing sunglasses and brushing her hair, to get ready for a date. ",1
"Two men in a graveyard, one digging and the other on a cellphone.",No males are seen in an area with tombstones.,2
"Two men in a graveyard, one digging and the other on a cellphone.",Two policemen are seen in an area with tombstones.,1
two black and white dogs fighting in the snow,The animals exercising in the snow.,2
two black and white dogs fighting in the snow,The animals fight in the snow.,0
A man in a brown leather coat is singing into a microphone.,man on microphone,2
A man in a brown leather coat is singing into a microphone.,man is singing,0
A person uses his or her laptop in a kiosk.,A person operates their laptop.,0
A person uses his or her laptop in a kiosk.,A woman uses her laptop in a kiosk.,1
The baby in the pink romper is smiling.,The baby in the pink romper is happy.,0
The baby in the pink romper is smiling.,The baby in the blue romper is happy.,2
A group of kids playing in a play center.,cats play together in a building,2
A group of kids playing in a play center.,kids play together,1
A young girl sticking her toe in a large puddle.,A girl is putting her foot by water.,0
A young girl sticking her toe in a large puddle.,A girl is not nearby water.,2
A dark-skinned man smothered in white liquid.,the man is covered in a black liquid,2
A dark-skinned man smothered in white liquid.,the man is covered in a liquid,0
A young woman wearing a black tank top is listening to music on her MP3 player while standing in a crowd.,A young woman decided to leave home because she was bored.,1
A young woman wearing a black tank top is listening to music on her MP3 player while standing in a crowd.,A young woman decided to leave home.,0
A young girl is holding a long thin yellow balloon.,There is a girl holding a balloon.,0
A young girl is holding a long thin yellow balloon.,There is a girl letting go of a balloon outdoors.,2
a boy cleans the bubbles off his face.,A boy is  putting bubbles on his face.,2
a boy cleans the bubbles off his face.,A boy is cleaning bubbles off his face.,0
Asian artist stretches while painting outdoors.,The artist is painting an indoor scene.,2
Asian artist stretches while painting outdoors.,The artist is painting an outdoor scene beautifully.,1
a young boy wearing a yellow shirt walking on the beach carrying a surfboard,A young boy is  walking on the beach.,0
a young boy wearing a yellow shirt walking on the beach carrying a surfboard,The boy is walking with a snowboard.,2
"A young man in a suit standing out from the crowd, at what appears to be an art exhibition.",Business man waits to get into an gallery.,2
"A young man in a suit standing out from the crowd, at what appears to be an art exhibition.",Business man waits to get into a collection of artifacts.,1
Five ballet dancers caught mid jump in a dancing studio with sunlight coming through a window.,Five ballet dancers are in a dancing studio.,0
Five ballet dancers caught mid jump in a dancing studio with sunlight coming through a window.,Five professional ballet dancers are in a dancing studio.,1
A black and brown dog running outside.,A dog runs outside.,0
A black and brown dog running outside.,A dog chases a cat outside.,1
A woman is reading a magazine in a reception room.,A woman is reading a car magazine.,1
A woman is reading a magazine in a reception room.,A woman is reading.,0
Two dogs play in the grass.,The dogs are sleeping.,2
Two dogs play in the grass.,The two dogs are playing.,0
Two people sitting in a meadow enjoying a mountain view.,"Two people are relaxing in a meadow, enjoying the sunset",1
Two people sitting in a meadow enjoying a mountain view.,Two people are fighting in a meadow.,2
"Two men wearing white, one with a red belt one with a blue belt fight on a blue and red mat with another man refereeing.","Two men in white, one with a red belt and one with a blue belt, are fighting.",0
"Two men wearing white, one with a red belt one with a blue belt fight on a blue and red mat with another man refereeing.","Two men in white, one with a red belt and one with a blue belt, are fighting mma.",1
A toddler runs toward the camera at a park.,The toddler runs at the park.,0
A toddler runs toward the camera at a park.,The teenager runs at the park.,2
A man wearing a plaid short-sleeve shirt and light brown pants jumps high in the air in front of mist covered mountains.,The man is hiking/backpacking across New York City.,2
A man wearing a plaid short-sleeve shirt and light brown pants jumps high in the air in front of mist covered mountains.,The man is in front of mountains.,0
A lady in a blue swimsuit is swimming underwater.,a person is in deep water,1
A lady in a blue swimsuit is swimming underwater.,a person is in mud,2
A band is playing on the sidewalk while people watch.,The band is playing drums.,1
A band is playing on the sidewalk while people watch.,The band is playing with people.,2
Two black men dressed in military gear.,A black man is dressed in gear.,0
Two black men dressed in military gear.,A black man is dressed in army gear.,1
A quarterback hands off the football to a running back.,There are people playing 3rd down.,1
A quarterback hands off the football to a running back.,There are people playing soccer.,2
Two women and a man have a conversation while others party in the background.,Women and a man talk.,0
Two women and a man have a conversation while others party in the background.,Women and a short man talk.,1
Wonderful clear skies and beautiful night.,It was raining.,2
Wonderful clear skies and beautiful night.,It was not stormy.,0
A person wearing white socks and black shoes is in front of a microphone.,The person is in front of a microphone.,0
A person wearing white socks and black shoes is in front of a microphone.,The person is behind a microphone.,2
Two men are helping another man cross a stream.,Three men are walking alongside a stream.,2
Two men are helping another man cross a stream.,Three men are crossing a bridge over a stream..,1
Kids chasing a soccer ball.,Kids running very fast.,1
Kids chasing a soccer ball.,Kids climbing.,2
"Two people, a man in all black and a woman in white, are dancing.",People are dancing.,0
"Two people, a man in all black and a woman in white, are dancing.",No one is dancing.,2
A police officer on a bicycle rests on a stone pathway in a lightly crowded area.,A cop draws his gun while on the path in the midst of a crowd.,2
A police officer on a bicycle rests on a stone pathway in a lightly crowded area.,A cop sits on the path in the midst of a crowd to monitor the group.,1
A man is standing by a group of video games in a bar.,A man is standing in a bar with video games in it.,0
A man is standing by a group of video games in a bar.,A man is at a bar waiting to play video games.,1
Water streaming from a young woman in a swimming pool flipping her wet hair backwards.,The woman was in the swimming pool.,0
Water streaming from a young woman in a swimming pool flipping her wet hair backwards.,The woman was bathing in the swimming pool.,1
This family needs a rest after their long walk so they stop at the park to feed the pigeons.,The family is on a break,0
This family needs a rest after their long walk so they stop at the park to feed the pigeons.,The family is on the road,2
"A man stands in a workshop, near a table covered with metal parts and machinery.",A man is teaching a beginner's workshop.,1
"A man stands in a workshop, near a table covered with metal parts and machinery.",A man is teaching a workshop.,0
An old man with white hair in a red hat,An old man with white hair wears a red hat.,0
An old man with white hair in a red hat,An old man with white hair wears a blue hat.,2
A man belaying down a waterfall,The water fall could be dangerous to the man.,1
A man belaying down a waterfall,A man sat at home.,2
A child is playing the accordion in front of Christian Dior.,A child is playing an expensive instrument.,1
A child is playing the accordion in front of Christian Dior.,A child is playing an instrument.,0
A man in glasses reads a paper in front of an Asian market and a life-size cardboard cut-out of a woman.,A person is reading in bed.,2
A man in glasses reads a paper in front of an Asian market and a life-size cardboard cut-out of a woman.,An tired person is reading outside.,1
A man in a blue shirt is holding a construction hat.,A man's hand is holding a construction hat.,0
A man in a blue shirt is holding a construction hat.,A man's hand is holding a blue construction hat.,1
"The young lady, in the black and blue shirt, is blow drying and brushing her hair, while another woman watches.",A lady is blow drying while another woman watches.,0
"The young lady, in the black and blue shirt, is blow drying and brushing her hair, while another woman watches.",A man is getting ready to go out as his friend watches.,2
A man sitting in a chair in the middle of a group of people.,A man is outside of a group of people.,2
A man sitting in a chair in the middle of a group of people.,A man is in the middle a group of people.,0
A skateboarder in an ally doing tricks while jumping over panels.,A skateboarder is doing tricks,0
A skateboarder in an ally doing tricks while jumping over panels.,A skateboarder is standing still,2
A woman in a skirt and cowboy hat and a woman in pink pants with an exposed midriff are walking down the street looking at the shops.,Nuns are walking down the street.,2
A woman in a skirt and cowboy hat and a woman in pink pants with an exposed midriff are walking down the street looking at the shops.,Women are walking down the street.,0
A lady with a pink bike is smiling for the camera.,A woman has a car.,2
A lady with a pink bike is smiling for the camera.,A woman has a mountain bike.,1
A girl sitting in the middle of a dirt field by herself.,A girl is sitting with her legs crossed in a field.,1
A girl sitting in the middle of a dirt field by herself.,A girl is outside with friends.,2
Two young boys looking at comic books on a couch.,Two boys are reading X-Men comics on the couch.,1
Two young boys looking at comic books on a couch.,Two boys are reading on the couch.,0
Lady dressed in white on blanket in middle of crowd.,The lady dressed in white.,0
Lady dressed in white on blanket in middle of crowd.,The lady dressed in black.,2
"Several people on a beach, and a ball.",The people are in water.,2
"Several people on a beach, and a ball.",The people are on sand.,0
Several people waiting to play musical instruments,People are waiting to pay their money.,2
Several people waiting to play musical instruments,People are waiting to play their banjo.,1
A woman pushes a cleaning machine while walking on a brick pathway beside a minivan yellow cab.,The woman is walking out side pushing a heavy man.,2
A woman pushes a cleaning machine while walking on a brick pathway beside a minivan yellow cab.,The blonde woman is walking out side pushing a heavy machine.,1
A girl and boy wearing swimming goggles have their arms around each other.,Two adults are touching.,2
A girl and boy wearing swimming goggles have their arms around each other.,Two siblings are touching.,1
A little dog looks at a tennis ball in the air and a parrot sits nearby.,A small cat watches a tennis ball in the air and a bird sits close by.,2
A little dog looks at a tennis ball in the air and a parrot sits nearby.,A small dog watches a tennis ball in the air and a big bird sits close by.,1
"A crowd of people, with a man checking his phone facing you.",A man is checking his phone.,0
"A crowd of people, with a man checking his phone facing you.",A man is trying to see the pen,2
A young Asian man in a blue shirt with a small beard and mustache takes notes with a pencil from a large book.,A man was taking notes.,0
A young Asian man in a blue shirt with a small beard and mustache takes notes with a pencil from a large book.,A man was studying for an important test.,1
The lady is walking to class in the snow.,The lady is walking to class.,0
The lady is walking to class in the snow.,It hadn't snowed for months.,2
a small dog walking through the snow,Small puppy walking on the snow,1
a small dog walking through the snow,Small dog walking on the snow,0
Young boy brushing his teeth with a woman in the background.,A young boy is brushing his teeth,0
Young boy brushing his teeth with a woman in the background.,"A young boy is brushing his teeth, while his mother watches.",1
A woman is surprised to have her picture taken on this fall day outside Spaulding's women's store.,She remains unsurprised.,2
A woman is surprised to have her picture taken on this fall day outside Spaulding's women's store.,A woman has her picture taken.,0
Members of a band perform dressed in white while the drummer sits behind them.,A choir performs.,2
Members of a band perform dressed in white while the drummer sits behind them.,A band performs.,0
Two people kissing in a unkempt yard.,The young couple kiss outdoors.,1
Two people kissing in a unkempt yard.,The couple kiss inside.,2
"Several members of a wedding party, including the bride, are walking past a lamp and some park benches.",No people are walking at a park.,2
"Several members of a wedding party, including the bride, are walking past a lamp and some park benches.",The people are walking at a park with food in their hands.,1
The woman in blue shorts and a brown vest has a black dog to the right of her and a dog behind her.,A woman is walking two dogs.,0
The woman in blue shorts and a brown vest has a black dog to the right of her and a dog behind her.,A woman is walking two rottweilers.,1
"A man with red and yellow knee high socks, a polka dot short-sleeved button up shirt, suspenders and brown shorts with a design on them is in front of an audience working a strange contraption in his hands.",An older man plays a harp in front of an enthralled audience.,1
"A man with red and yellow knee high socks, a polka dot short-sleeved button up shirt, suspenders and brown shorts with a design on them is in front of an audience working a strange contraption in his hands.",A man plays a harp in front of an enthralled audience.,0
Third world country workers bring collections of bananas and other supplies.,a working is eating apples,2
Third world country workers bring collections of bananas and other supplies.,a working is bringing ripe banannas,1
There is a man looking sideways down an out of focus street.,There's a man with his head looking sideways.,0
There is a man looking sideways down an out of focus street.,There's a man with his head looking sideways lost in thought.,1
Three people are skating around a curved street while onlookers watch them perform.,Women are watching the skaters perform.,1
Three people are skating around a curved street while onlookers watch them perform.,Onlookers are watching the skaters perform.,0
A busy operating room with high tech equipment to assist the doctors.,The operating room was busy with high tech equipment.,0
A busy operating room with high tech equipment to assist the doctors.,The doctors didn't know how to use the equipment.,1
"Two young girls, one in sunglasses, play with a large soap bubble in the park.",A couple of children are at a public park.,1
"Two young girls, one in sunglasses, play with a large soap bubble in the park.",A couple of children are inside.,2
A man is wearing jacket is in the hole.,A man with a blue jacket is in a hole.,1
A man is wearing jacket is in the hole.,A man with a dress is in a hole.,2
"A male inside of a Brigada truck sitting outside of a locked gate, and a dark-skinned woman holding a red flag.",The man is sitting with a vehicle outside.,1
"A male inside of a Brigada truck sitting outside of a locked gate, and a dark-skinned woman holding a red flag.",The man is sitting above a vehicle outside.,2
A man wearing a red tie standing in front of a statue.,A homeless man stands in front of a statue.,1
A man wearing a red tie standing in front of a statue.,A man stands in front of a statue.,0
The graffiti on the wall is bland and tasteless.,The red graffiti on the wall is bland.,1
The graffiti on the wall is bland and tasteless.,The graffiti on the wall is bland.,0
A child with a yellow balloon walks through a fair.,The little girl holds clutches her yellow balloon while she strolls through the carnival.,1
A child with a yellow balloon walks through a fair.,The little girl holds clutches her teddy bear while she strolls through the carnival.,2
guys in a hair salon one guy holding up one finger.,A girl is getting a haircut.,2
guys in a hair salon one guy holding up one finger.,Someone is getting a bowl haircut.,1
Two singers in white shirts on stag in a bar.,Performers wearing white shirts serenade the old man.,1
Two singers in white shirts on stag in a bar.,Performers wearing white shirts indoors.,0
A man walks down the street past a brick building with white graffiti on it.,The man walking down the street is near a brick building.,0
A man walks down the street past a brick building with white graffiti on it.,The woman walking down the street is going home.,2
A woman poses with a small girl in front of a flower bush.,A woman and her daughter are taking family pictures.,1
A woman poses with a small girl in front of a flower bush.,A woman poses with her son.,2
Three children are by a waterway behind a house.,Three children are playing outdoors.,1
Three children are by a waterway behind a house.,Three children are outdoors.,0
A young man preparing food with diners in the background,The man is preparing nothing for his customers.,2
A young man preparing food with diners in the background,The man is preparing food for his customers.,0
The lady in the multicolored shirt has a necklace on a white object in her hand.,The lady is holding something meaningful.,1
The lady in the multicolored shirt has a necklace on a white object in her hand.,The lady isn't holding anything.,2
A group of small children and an older woman look at statues,People watching at a statue in Paris.,1
A group of small children and an older woman look at statues,People watching at a parade.,2
A man and a woman eating dinner together.,The people are cooking food.,2
A man and a woman eating dinner together.,The people are eating Thai food.,1
one boy playing a snooker indoor,A boy is using the snooker he is playing with.,0
one boy playing a snooker indoor,A boy is not using the snooker he is playing with.,2
An older gentleman working with tools in a machine tool shop while wearing headphones to protect his ears from the noise.,An older gentleman is working with heavy tools,1
An older gentleman working with tools in a machine tool shop while wearing headphones to protect his ears from the noise.,An older gentleman is working with tools,0
A boy kicks a giant baseball while a group of children watch.,The boy is kicking a ball while the rest of the children are looking him.,0
A boy kicks a giant baseball while a group of children watch.,The boy is catching the ball while nobody is looking at him.,2
A young man doing a flip at a city park.,He is outside at night.,1
A young man doing a flip at a city park.,He is inside.,2
A disabled person pushing her cart along side the building.,A person is outside.,0
A disabled person pushing her cart along side the building.,An old person is outside.,1
An all black cat with bright green eyes has caught a gray mouse.,A white cat and a gray mouse,2
An all black cat with bright green eyes has caught a gray mouse.,A black cat caught a mouse,0
Red cross workers and emergency personnel stand next to a wrecked black automobile.,A vehicle has been wrecked in a highway accident.,1
Red cross workers and emergency personnel stand next to a wrecked black automobile.,A vehicle has been wrecked in an accident.,0
Two men in orange clothing and hard hats oversee a scraper as it works on repairing a road.,Two managers in orange clothing and hard hats working.,1
Two men in orange clothing and hard hats oversee a scraper as it works on repairing a road.,Two men in orange clothing and hard hats working.,0
A man on stage playing guitar.,Rock music is being performed.,1
A man on stage playing guitar.,Music is being  sold.,2
Woman and young lady sit on the sidewalk while young man plays flute in background.,They are behind the music.,2
Woman and young lady sit on the sidewalk while young man plays flute in background.,They are in front of the music.,0
"Group of Police officers in uniform standing in a parking lot, smiling and talking.",The people are relieved after performing CPR on a shooting victim.,1
"Group of Police officers in uniform standing in a parking lot, smiling and talking.",The people are smiling.,0
A Native American pow wow is being demonstrated to onlookers.,They are in an empty museum.,2
A Native American pow wow is being demonstrated to onlookers.,They are performing in front of people.,0
Four men are hanging out in front of a building.,There are four men hanging out.,0
Four men are hanging out in front of a building.,There are four girls  hanging out.,2
a small tan dog running in the grass with a stick in his mouth,A small cat running in the grass.,2
a small tan dog running in the grass with a stick in his mouth,A small dog running in the grass at night.,1
A young woman plays on a swing set while trees sway in the background.,A woman plays on a swing set at night.,1
A young woman plays on a swing set while trees sway in the background.,A woman plays on a swing set.,0
"Five people staring in the same direction, two of whom are wearing face masks.",5 people stare in the same direction.,0
"Five people staring in the same direction, two of whom are wearing face masks.",5 people stare east.,1
People under a tent listening to a man with beard playing a brown guitar.,The man is playing  a red guitar.,2
People under a tent listening to a man with beard playing a brown guitar.,The people hate the music the man is playing.,1
"A man is doing a headstand, balanced on a bottle, on a street corner.",A man is  balancing on a bottle outside,0
"A man is doing a headstand, balanced on a bottle, on a street corner.","A man is surrounded by people, balancing on a bottle inside.",2
A group of kids standing outside.,A group of kids are standing inside only.,2
A group of kids standing outside.,Their parents are taking them to the park.,1
The man in dark clothes and glasses sat on the rock with the baby.,the man sat with the baby,0
The man in dark clothes and glasses sat on the rock with the baby.,the man sat on the baby,2
A marathon runner jogs past pedestrians and portable toilets.,A person is running in the marathon.,0
A marathon runner jogs past pedestrians and portable toilets.,A marathon runner is in last place.,1
A Malaysian contestant is riding a bike on a trainer.,A malaysian man is on a trainer.,1
A Malaysian contestant is riding a bike on a trainer.,A malaysian contestant is on a trainer.,0
The snowboarder is in the middle of a very tall jump,Downhill snowboarder in a jump.,0
The snowboarder is in the middle of a very tall jump,Downhill snowboarder in a deathly jump.,1
"An elderly man, wearing a white hat, is sweeping a parking lot.",A man is outside in the grass.,2
"An elderly man, wearing a white hat, is sweeping a parking lot.",A man is outside where it's very hot.,1
a man on a bench feeds a dog.,a man is feeding a dog,0
a man on a bench feeds a dog.,a man is feeding a black dog,1
A man with a suitcase walks through an alley between two large buildings.,A man walks through an alley.,0
A man with a suitcase walks through an alley between two large buildings.,A woman dancing in a park near the alley.,1
A guy on a surfboard.,A man is on a surfboard.,0
A guy on a surfboard.,A professional surfer is on a surfboard.,1
"Five men stand on construction scaffolding with paints splattered on them as they appear fascinated by something to the left, one even records the unseen event on a phone.",A group of men watch as something horrible is happening.,1
"Five men stand on construction scaffolding with paints splattered on them as they appear fascinated by something to the left, one even records the unseen event on a phone.",A group of women watch as something is happening.,2
A female in a pink shirt and black pants in a harness looks thrilled.,The woman is in a shirt and pants.,0
A female in a pink shirt and black pants in a harness looks thrilled.,The woman looks bored.,2
A blond woman walking a plaza in front of brightly colored buildings.,A blonde woman is walking in front of bright buildings.,0
A blond woman walking a plaza in front of brightly colored buildings.,A blonde woman is walking in front of dark buildings.,2
A mountain climber scales a steep rock face.,The mountain climber is climbing the side of a building.,2
A mountain climber scales a steep rock face.,A mountain climber is on a rock face.,0
man in t-shirt and shorts doing a backflip on a sand hill.,The man is on sand.,0
man in t-shirt and shorts doing a backflip on a sand hill.,The man is on the pavement near the ocean.,2
A very happy boy is climbing a pole on a porch in a backyard.,The boy is happy.,0
A very happy boy is climbing a pole on a porch in a backyard.,The boy is sad.,2
a vendor selling mean and other food on a street,The person is selling hot food.,1
a vendor selling mean and other food on a street,The person is selling food.,0
Two women watching a parade.,Two women are outside.,1
Two women watching a parade.,Two women are eating.,2
Oregon percussionists are marching with the band.,There is trumpet playing.,1
Oregon percussionists are marching with the band.,There is rock climbing.,2
"An old man smiling at the camera in front of a rocky, barren patch of land.",A old man is sad.,2
"An old man smiling at the camera in front of a rocky, barren patch of land.",An old man smiles at the camera in front of a rocky land.,0
two people wearing bright green shirts and dark pants are standing next to a white and blue van with a black and green stripe.,The two people are standing next to a van. ,0
two people wearing bright green shirts and dark pants are standing next to a white and blue van with a black and green stripe.,The three people are waiting for their friend to show up.,2
Men holding a fishing net on the beach.,a man fishes salmon with a net.,1
Men holding a fishing net on the beach.,a man wears a net,2
Two surgeons performing a surgery.,Two doctors doing a surgery.,0
Two surgeons performing a surgery.,Seven doctors doing a surgery.,2
A blond woman wearing a hat.,The hat is worn by the lady.,0
A blond woman wearing a hat.,The hat is black like her hair.,2
A child in blue jeans with the cuffs rolled up and black socks taking a nap under a plum-colored covering decorated with large white concentric circles.,A child is awake.,2
A child in blue jeans with the cuffs rolled up and black socks taking a nap under a plum-colored covering decorated with large white concentric circles.,A child is sleeping in the living room.,1
Two short-haired children stand; one has an axe.,Two children have a plastic axe.,1
Two short-haired children stand; one has an axe.,Two children have a hammer.,2
Girl running past a bench.,Girl running past a seat.,0
Girl running past a bench.,Girl running past a wooden seat.,1
A man dressed in yellow and black is performing a magic trick at a marina.,A man is performing a magic trick.,0
A man dressed in yellow and black is performing a magic trick at a marina.,A man is performing a song.,2
Some people in medieval costume are walking through a crowded street.,The people in costumes are indoors.,2
Some people in medieval costume are walking through a crowded street.,The people in costumes are on the street for a fair.,1
Children are playing in a fountain.,More than one child is playing in a fountain.,0
Children are playing in a fountain.,The children are playing in water.,1
"A young man is' heading' a ball while on the beach, another young man, in the background, looks at him.",Two men are at the beach.,0
"A young man is' heading' a ball while on the beach, another young man, in the background, looks at him.",Two men are playing a game at the beach.,1
A girl in a blue jacket stands in front of a drab crowd while they watch something.,The girl is wearing a denim jacket.,1
A girl in a blue jacket stands in front of a drab crowd while they watch something.,A woman is wearing a blue jacket.,2
A middle-aged woman on vacation looking out over the ocean while her traveling companion snaps a photo.,a woman on her first vacation,1
A middle-aged woman on vacation looking out over the ocean while her traveling companion snaps a photo.,a young woman on vacation,2
A person wears a mask.,A person has their face visable.,2
A person wears a mask.,A person has on a Halloween mask.,1
people getting ready to ride bikes.,There are people with bikes.,0
people getting ready to ride bikes.,There are people with electrice bikes.,1
A pair of hands being washed in a sink.,Hands are being washed in a sink.,0
A pair of hands being washed in a sink.,Hands are being washed in a tub.,2
A group of women pose for a picture as a man plays guitar behind them.,A group of woman is posing in front of a comedian.,2
A group of women pose for a picture as a man plays guitar behind them.,A group of woman is posing in front of an old musician.,1
Photo is of a female bicyclist(#9) as she rides a red bicycle down a street lined with caution cones.,A female bicyclist is wearing a number for a race.,0
Photo is of a female bicyclist(#9) as she rides a red bicycle down a street lined with caution cones.,A male bicyclist rides his morotcycle down a construction site littered with traffic cones.,2
An orange boat with three men in life jackets aboard is making a turn in an ocean setting.,Three men are on an orange boat in the ocean.,0
An orange boat with three men in life jackets aboard is making a turn in an ocean setting.,The men in the orange boat are survivors of a recent shipwreck.,1
Two scuba divers underwater wearing white shirts and scuba equipment along with fins on their feet.,Two people dressed in white shirts and with fins on their hands swim underwater.,2
Two scuba divers underwater wearing white shirts and scuba equipment along with fins on their feet.,Two people dressed in white shirts and with fins on their feet  swim at a beach.,1
Teacher explains opportunity to an overweight woman in a yellow shirt.,The teacher explains a lesson to an overweight woman.,0
Teacher explains opportunity to an overweight woman in a yellow shirt.,The male teacher is in class.,2
Two dogs are chasing each other on green grass.,Two dogs are on the green bed,2
Two dogs are chasing each other on green grass.,Two dogs are on the green grass,0
Two children eating food.,Two sisters likes their food,1
Two children eating food.,Two kids are eating food,0
Two men boxing in a wired cage.,A woman will get hit.,2
Two men boxing in a wired cage.,A man will get hit.,0
People crossing a street next to a smart car.,The people are trying to find their car.,1
People crossing a street next to a smart car.,People are crossing a street.,0
A young woman walking along in the shadows in front of a fenced area.,A person sitting and crying.,2
A young woman walking along in the shadows in front of a fenced area.,A person is stalking an ex-boyfriend.,1
A small white dog inspects two sheep.,A dog has turned around to lick some sheep.,1
A small white dog inspects two sheep.,A dog has started to inspect some sheep.,0
People stand in a warehouse.,People are in a museum.,2
People stand in a warehouse.,People are in a warehouse.,0
A little boy wearing a blue hat and coat is standing amongst the pigeons on the street.,A boy is standing on the street.,0
A little boy wearing a blue hat and coat is standing amongst the pigeons on the street.,A boy is feeding the pigeons.,1
A BMX biker riding down a muddy trail wearing protective gear.,Biker in a helmet riding a famous trail,1
A BMX biker riding down a muddy trail wearing protective gear.,Biker in a helmet just standing still,2
A girl is sitting on the beach and appears to be approaching a hit on the head by a plastic inflated hammer.,The girl is getting further away from the plastic inflated hammer.,2
A girl is sitting on the beach and appears to be approaching a hit on the head by a plastic inflated hammer.,The girl is nearing the plastic inflated hammer.,0
A child walks on the beach with a bucket.,A child is carrying an ice cream bucket.,1
A child walks on the beach with a bucket.,A child is carrying a bucket.,0
A BMX biker shoots up into the air.,The bike did not start.,2
A BMX biker shoots up into the air.,The bike goes up in the air,0
A man with a shaved head and sunglasses smiles broadly.,The man is smiling at his friends.,1
A man with a shaved head and sunglasses smiles broadly.,The man is smiling.,0
Two college students talking about their class they have.,Two college students are talking.,0
Two college students talking about their class they have.,Two high school students are talking.,2
A man with no shirt and a woman in a bikini in the water looking away from the camera.,Man and woman in formal clothes.,2
A man with no shirt and a woman in a bikini in the water looking away from the camera.,A married man and woman in swimming clothes.,1
A girl kicks a ball with three girls doing the same in the background.,Four girls kick a ball.,2
A girl kicks a ball with three girls doing the same in the background.,A girl kicks a ball.,0
Two beige dogs are playing in the snow.,The dogs are playing in the backyard.,0
Two beige dogs are playing in the snow.,The dogs are playing indoors,2
A tired-looking young asian couple in casual clothes stand outside on a sidewalk with late-afternoon shadows stretching to their left.,A couple stands on a sidewalk in a city.,1
A tired-looking young asian couple in casual clothes stand outside on a sidewalk with late-afternoon shadows stretching to their left.,A couple stands on a grass patch.,2
Some men are finishing a race.,People finishing a long race.,1
Some men are finishing a race.,People finishing a meal.,2
A muscular woman holding a tennis racket and wearing athletic clothing kneels a few feet back from the net on a tennis court.,The woman enjoys playing tennis.,1
A muscular woman holding a tennis racket and wearing athletic clothing kneels a few feet back from the net on a tennis court.,The woman is not on a tennis court.,2
"Several women, one in a black dress, walking down the street.",Women walk down the runway.,2
"Several women, one in a black dress, walking down the street.",Women walk down the busy street.,1
"There are young men playing a game of football, one man has been tackled by another player.",Men are playing in a football tournament in the field.,1
"There are young men playing a game of football, one man has been tackled by another player.",Men are playing football in the field.,0
two people riding a motorcycle together on a sunny day.,people are riding a truck,2
two people riding a motorcycle together on a sunny day.,people are riding a motorcycle,0
A man in a blue shirt helping a man in a red shirt fix a trail bike,A man fixes a trail bike.,0
A man in a blue shirt helping a man in a red shirt fix a trail bike,A woman fixes a trail bike.,2
A man in a white shirt walks in the tall grass holding a stick.,A man holds a stick while walking.,0
A man in a white shirt walks in the tall grass holding a stick.,A black man in a white shirt walks in the grass.,1
A surfer riding the waves.,The surfer is doing it.,1
A surfer riding the waves.,A surfer is surfing.,0
Three elderly women walking from behind.,Three young women are walking.,2
Three elderly women walking from behind.,Three old women are walking.,0
a band playing a show for a group on fans.,A musical group is sleeping.,2
a band playing a show for a group on fans.,A musical group is performing.,0
a man with his arm around a woman are posing.,The man and woman pose for wedding photos.,1
a man with his arm around a woman are posing.,The man and woman hide.,2
LeBron James passes a basketball while wearing a USA Jersey while 4 opponents stand nearby.,Lebron James is not playing basketball.,2
LeBron James passes a basketball while wearing a USA Jersey while 4 opponents stand nearby.,Lebron James won the game.,1
Audience members attending an indoor concert while a shirtless band member sings.,There is a crowd at the venue.,1
Audience members attending an indoor concert while a shirtless band member sings.,There is a crowd at the market.,2
2 small children are in boat floating in the water.,Two children are in the boat,0
2 small children are in boat floating in the water.,Two children are in the water,2
"A man and a woman, formally dressed, stand in front of a tall structure, both looking out at the ocean.",The man and woman were looking at the ocean,0
"A man and a woman, formally dressed, stand in front of a tall structure, both looking out at the ocean.",The man and woman were looking at the ocean at sunset,1
Boy wearing a red jacket performs a handstand on the grass.,Boy in a red jacket standing on his hands on the fresh-mowed grass.,1
Boy wearing a red jacket performs a handstand on the grass.,Boy in a blue jacket standing on his hands on the grass.,2
Guy in white fuzzy jacket plays guitar while a man in purple button up sings.,Two men are jazz musicians.,1
Guy in white fuzzy jacket plays guitar while a man in purple button up sings.,Two men are performing.,0
a young boy wearing a blue outfit playing with a rocket.,A boy is wearing brand new blue outfit.,1
a young boy wearing a blue outfit playing with a rocket.,A boy is wearing a blue outfit.,0
An elderly couple dancing in a restaurant while there grandson hides his face.,An elderly couple dancing in a restaurant.,0
An elderly couple dancing in a restaurant while there grandson hides his face.,No one is dancing.,2
A shirtless man wearing long pants is doing a skateboard trick in a metropolitan area where a man and woman are walking away from the camera.,The man is performing tricks on his board.,0
A shirtless man wearing long pants is doing a skateboard trick in a metropolitan area where a man and woman are walking away from the camera.,The man is performing tricks on his rollerskates.,2
A group of people talking at tables.,The people are talking at podiums.,2
A group of people talking at tables.,The people are talking at tables.,0
A woman is holding a bird while sitting in a flowering tree.,A woman is holding a dove,1
A woman is holding a bird while sitting in a flowering tree.,A woman is holding an animal,0
A man with a blue baseball cap on is sleeping against a rock.,No man dozes off against a rock.,2
A man with a blue baseball cap on is sleeping against a rock.,The old man dozes off against a rock.,1
A multitude of people in swim-wear play in the water in front of a white wall while people behind a row of bicycles look on.,"A group of people play in the sand, while others watch.",2
